customerid,churn_proba,churn_risk_segment
2919-HBCJO,0.785559806011416,High
4236-XPXAV,0.742351636082352,High
8903-WMRNW,0.7706693863220134,High
2452-SNHFZ,0.39693142357184,Low
3629-WEAAM,0.4857310080668023,Moderate
6029-CSMJE,0.6125918919163565,High
7993-NQLJE,0.5897362123766444,Moderate
9909-DFRJA,0.4727024173809158,Moderate
9099-FTUHS,0.5145367268862538,Moderate
0581-BXBUB,0.8440236789339604,Very High
4962-CHQPW,0.06066045646377486,Very Low
9467-ROOLM,0.18349575830504153,Very Low
3030-YZADT,0.4610572342720402,Moderate
7410-KTVFV,0.4394549222339183,Moderate
5150-ITWWB,0.9159831506911714,Very High
2253-KPMNB,0.02310508489801048,Very Low
1345-ZUKID,0.14430137536455312,Very Low
6429-SHBCB,0.4741576037516777,Moderate
9281-OFDMF,0.7242662408892113,High
2603-HVKCG,0.7518358206781999,High
1834-WULEG,0.07237039678901976,Very Low
9097-ZUBYC,0.39757505652269837,Low
5148-ORICT,0.03830599054529864,Very Low
4893-GYUJU,0.0402187430531495,Very Low
4578-PHJYZ,0.12439270507820864,Very Low
7272-QDCKA,0.5731816554672723,Moderate
8908-SLFCJ,0.07175238668048906,Very Low
8393-DLHGA,0.7315183043785363,High
9766-HGEDE,0.11966938949478523,Very Low
6968-MHOMU,0.12540460366826248,Very Low
7395-IGJOS,0.6859268103024835,High
5044-XDPYX,0.018346169063247757,Very Low
1814-WFGVS,0.022564457662352537,Very Low
2834-SPCJV,0.48205173895215975,Moderate
3721-WKIIL,0.054409100817362895,Very Low
6734-CKRSM,0.3896925820961162,Low
1265-ZFOSD,0.05556704714816363,Very Low
6568-POCUI,0.19381967322856133,Very Low
7890-VYYWG,0.7892917187570265,High
5197-LQXXH,0.04785215772533206,Very Low
9907-SWKKF,0.7534151960352052,High
3457-PQBYH,0.007463222399262829,Very Low
7682-AZNDK,0.6536293628733207,High
0587-DMGBH,0.6527338721364566,High
5384-ZTTWP,0.21383159951029046,Low
3745-HRPHI,0.031117815856719952,Very Low
7636-OWBPG,0.7253827552525367,High
1231-YNDEK,0.012668844849349525,Very Low
1407-DIGZV,0.08885840235749616,Very Low
6397-JNZZG,0.3859692345231758,Low
0570-BFQHT,0.7822620063976291,High
4393-OBCRR,0.21775622604529274,Low
3523-QRQLL,0.2054061571133775,Low
8564-LDKFL,0.4627617471188292,Moderate
3696-DFHHB,0.009028356770781744,Very Low
0895-DQHEW,0.6650422726979931,High
4717-GHADL,0.08822425947355397,Very Low
5501-TVMGM,0.7183391368758781,High
5879-HMFFH,0.03853235787902978,Very Low
6772-WFQRD,0.050179501146221245,Very Low
3810-DVDQQ,0.14551438508478104,Very Low
6972-SNKKW,0.35597556791246493,Low
3694-GLTJM,0.4438040160135704,Moderate
8550-XSXUQ,0.15904384041055625,Very Low
8149-RSOUN,0.8979261762905184,Very High
9055-MOJJJ,0.03941402195148866,Very Low
4359-INNWN,0.12715105001796081,Very Low
0585-EGDDA,0.636193995853564,High
4032-RMHCI,0.12507554811570945,Very Low
0549-CYCQN,0.37160560817767985,Low
3481-JHUZH,0.7025649074694871,High
7250-EQKIY,0.47122677730062634,Moderate
3594-IVHJZ,0.4766013820261609,Moderate
6869-FGJJC,0.13577972546941325,Very Low
3896-ZVNET,0.04779866159549234,Very Low
8205-VSLRB,0.033982101736316696,Very Low
5960-MVTUK,0.8249134850477166,Very High
6817-WTYHE,0.5274473978467826,Moderate
3082-VQXNH,0.6823767060686602,High
4013-UBXWQ,0.7417488686581988,High
4931-TRZWN,0.6347453245497217,High
0750-EKNGL,0.3481564165801404,Low
7669-LCRSD,0.44624941571178034,Moderate
3567-PQTSO,0.43667636429656354,Moderate
5519-NPHVG,0.8628942460932183,Very High
8043-PNYSD,0.005855217785618658,Very Low
9938-EKRGF,0.45337081754682185,Moderate
2703-AMTUL,0.09261931330099404,Very Low
0928-JMXNP,0.8461566662583809,Very High
8173-RXAYP,0.035015345477078436,Very Low
4825-XJGDM,0.08574488683380513,Very Low
5402-HTOTQ,0.5839146399085658,Moderate
6734-JDTTV,0.007303012607710068,Very Low
7850-THJMU,0.03239289157620697,Very Low
3890-RTCMS,0.47202248922635176,Moderate
8849-GYOKR,0.3102328192658902,Low
3148-BLQJT,0.4140554063169695,Moderate
3717-FDJFU,0.08631333293847822,Very Low
3665-JATSN,0.7074291701697775,High
7966-YOTQW,0.6106759895446584,High
0461-CVKMU,0.6420161118292811,High
8806-EAGWC,0.5269369444760333,Moderate
8853-TZDGH,0.17187883463888814,Very Low
7779-LGOVN,0.8900309407354723,Very High
4324-BZCKL,0.46482757480847814,Moderate
6924-TDGMT,0.19835421212487067,Very Low
9710-ZUSHQ,0.749868004514852,High
1536-YHDOE,0.28997620144107167,Low
8123-QBNAZ,0.6349262006053616,High
3629-ZNKXA,0.8507567991411296,Very High
4827-LTQRJ,0.3307121000019372,Low
7711-YIJWC,0.062066910597792936,Very Low
5482-VXSXJ,0.7054099393461875,High
7365-BVCJH,0.835534403290042,Very High
9620-ENEJV,0.7172306846768421,High
4183-WCSEP,0.7086891391045133,High
2378-YIZKA,0.03158514402016102,Very Low
5498-TXHLF,0.6333144779069727,High
0689-DSXGL,0.32047168233932605,Low
6818-DJXAA,0.801624561586002,Very High
9722-UJOJR,0.641452377688531,High
0464-WJTKO,0.003784283870871767,Very Low
8902-ZEOVF,0.02615210446205604,Very Low
6778-EICRF,0.20384317678028432,Low
2662-NNTDK,0.021874118170127972,Very Low
4132-KALRO,0.8409249934921739,Very High
3902-FOIGH,0.8914142157081516,Very High
6772-KSATR,0.8962194128263108,Very High
7112-OPOTK,0.5969911921606298,Moderate
2874-YXVVA,0.7451562993408007,High
1245-HARPS,0.06907767287993707,Very Low
4210-QFJMF,0.8531874612670982,Very High
4323-ELYYB,0.11551140389308524,Very Low
4293-ETKAP,0.040866130008131815,Very Low
6064-PUPMC,0.15243196519799726,Very Low
6504-VBLFL,0.04476482584474904,Very Low
6322-PJJDJ,0.25056629915094847,Low
0330-BGYZE,0.2664799784425811,Low
1085-LDWAM,0.013071980162625023,Very Low
7586-ZATGZ,0.7212447777645355,High
7197-VOJMM,0.03263124815591819,Very Low
3318-OSATS,0.8182836585839783,Very High
5828-AVIPD,0.6427689763150897,High
1843-TLSGD,0.0579600299015997,Very Low
9626-VFRGG,0.5670660710171307,Moderate
7075-BNDVQ,0.6812765444960495,High
9143-CANJF,0.36754356283773215,Low
7284-BUYEC,0.7469176735924093,High
2041-JIJCI,0.7504066137312769,High
1086-LXKFY,0.7520032349561422,High
4900-MSOMT,0.024936303451887125,Very Low
2229-VWQJH,0.3976045488412765,Low
9194-GFVOI,0.08586698126746385,Very Low
1336-EZFZY,0.37860157379854004,Low
4282-MSACW,0.3658383592097661,Low
1403-LKLIK,0.04781282556171538,Very Low
2636-ALXXZ,0.8893503290983518,Very High
7774-OJSXI,0.6332698505433846,High
7786-WBJYI,0.7810786191007909,High
0136-IFMYD,0.30080276240590714,Low
5144-TVGLP,0.7473534232994776,High
9643-AVVWI,0.8193653765850354,Very High
0253-ZTEOB,0.08188761216975168,Very Low
2706-QZIHY,0.08830862887067556,Very Low
6061-PQHMK,0.09156762030122971,Very Low
9885-CSMWE,0.8576788456149532,Very High
6137-MFAJN,0.4337156673576287,Moderate
9122-UMROB,0.4141621096353223,Moderate
4232-JGKIY,0.5233527251370282,Moderate
2402-TAIRZ,0.3957553861492658,Low
9659-ZTWSM,0.3686981245243272,Low
9139-TWBAS,0.2701962286923114,Low
6685-GBWJZ,0.058312402132630684,Very Low
5016-ETTFF,0.6167016157415861,High
3866-MDTUB,0.7168762759436397,High
2195-VVRJF,0.5172955779398904,Moderate
3913-RDSJZ,0.01049080811086425,Very Low
8058-JMEQO,0.8960968740766945,Very High
4203-QGNZA,0.13436771880061946,Very Low
5043-TRZWM,0.8236537283557044,Very High
0697-ZMSWS,0.8881013202693828,Very High
7657-DYEPJ,0.20346297271437624,Low
9494-BDNNC,0.29975030628904953,Low
1640-PLFMP,0.8626036564232419,Very High
5366-OBVMR,0.4396331675713853,Moderate
8276-MQBYC,0.7378154802881719,High
7593-XFKDI,0.5415128835699576,Moderate
4573-JKNAE,0.06200968541468198,Very Low
0337-CNPZE,0.7680116947165345,High
9817-APLHW,0.47332787854978126,Moderate
8380-MQINP,0.008428483427201445,Very Low
0840-DFEZH,0.8747111675135081,Very High
1513-XNPPH,0.8259177158224542,Very High
8690-ZVLCL,0.03548246396545352,Very Low
6015-VVHHE,0.8643032652873197,Very High
1125-SNVCK,0.17097225630767557,Very Low
0384-LPITE,0.21759916632834855,Low
4616-EWBNJ,0.12899182545789045,Very Low
6347-DCUIK,0.8040614000352784,Very High
1335-HQMKX,0.3566811733739698,Low
2545-EBUPK,0.9148703693950122,Very High
6923-AQONU,0.037199255833733624,Very Low
2172-EJXVF,0.4540801320669559,Moderate
0897-FEGMU,0.8649436377143196,Very High
7663-RGWBC,0.6151816625603912,High
1120-BMWUB,0.4742955261007047,Moderate
9124-LHCJQ,0.8472556542158394,Very High
4536-PLEQY,0.7418773227438952,High
7029-IJEJK,0.10771092714010881,Very Low
8871-JLMHM,0.10399311721151513,Very Low
2235-ZGKPT,0.5155108267696566,Moderate
3891-PUQOD,0.5972763338558014,Moderate
5447-VYTKW,0.3060598567286346,Low
3623-FQBOX,0.2730636926573919,Low
0689-NKYLF,0.8164713027445313,Very High
8659-HDIYE,0.21132988684975815,Low
3658-KIBGF,0.7165142588484728,High
3474-BAFSJ,0.07488822804849642,Very Low
5519-YLDGW,0.8378391285707022,Very High
3865-ZFZIB,0.057881831503411287,Very Low
1855-AGAWH,0.5407551625370124,Moderate
7109-CQYUZ,0.0947211016895241,Very Low
1370-GGAWX,0.5182532096328986,Moderate
4680-KUTAJ,0.7453032201812653,High
5307-UVGNB,0.23773125964893782,Low
4946-EDSEW,0.3076549821878177,Low
2883-ILGWO,0.6279595302646519,High
2516-VQRRV,0.8708301143923296,Very High
7580-UGXNC,0.5952700000178249,Moderate
3642-BYHDO,0.003913970508266056,Very Low
9629-NHXFW,0.41772831242788055,Moderate
2696-RZVZW,0.00853375442634478,Very Low
5766-FTRTS,0.026508351163818795,Very Low
0396-HUJBP,0.4006236837310638,Moderate
5178-LMXOP,0.9157853482584374,Very High
8879-ZKJOF,0.16996957552547848,Very Low
6285-FTQBF,0.005835904373811265,Very Low
8185-UPYBR,0.8726947348447927,Very High
4585-HETAI,0.8128675209615769,Very High
7526-BEZQB,0.8672107835168441,Very High
1474-JUWSM,0.16379338174861857,Very Low
3530-CRZSB,0.3470723487829188,Low
8498-XXGWA,0.12044287186474678,Very Low
9617-INGJY,0.8027234776535257,Very High
0621-TSSMU,0.02203216943844298,Very Low
7234-KMNRQ,0.37948530965472077,Low
7636-PEPNS,0.04630222817724814,Very Low
4683-WYDOU,0.20228165998951275,Low
9052-DHNKM,0.30455242141392724,Low
6794-HKIAJ,0.40130278963804955,Moderate
5578-NKCXI,0.18393242788851166,Very Low
1642-HMARX,0.09465044391588216,Very Low
3096-WPXBT,0.26749493039403766,Low
8434-PNQZX,0.11198007322168951,Very Low
5950-AAAGJ,0.7048652777895618,High
4299-OPXEJ,0.014083910778452498,Very Low
4951-UKAAQ,0.888322536912001,Very High
9618-LFJRU,0.3817690045484726,Low
6693-DJWTY,0.10382233491556214,Very Low
0744-GKNGE,0.3638853604455099,Low
6447-EGDIV,0.07056796713402679,Very Low
1167-OYZJF,0.010234124942263475,Very Low
2108-YKQTY,0.5124806065199131,Moderate
4806-DXQCE,0.29390171665807974,Low
4918-QLLIW,0.5310820138890173,Moderate
7056-IMHCC,0.7404490833902165,High
4854-SSLTN,0.15273456498580865,Very Low
5294-DMSFH,0.5832777524260396,Moderate
4837-PZTIC,0.06792261548091365,Very Low
1625-JAIIY,0.2579044574466813,Low
0603-OLQDC,0.4773931967608187,Moderate
3272-VUHPV,0.40177813391744077,Moderate
4176-FXYBO,0.6447063462030754,High
1063-DHQJF,0.0851669232601681,Very Low
8663-UPDGF,0.478688953564636,Moderate
6719-FGEDO,0.13328857573603675,Very Low
1837-YQUCE,0.05150268152200328,Very Low
2947-DOMLJ,0.4851960566413122,Moderate
4112-LUEIZ,0.8336555895777417,Very High
0369-ZGOVK,0.33978108080529823,Low
4510-HIMLV,0.8634597838050698,Very High
9919-KNPOO,0.8246426734865144,Very High
8749-JMNKX,0.6174640974174258,High
7872-BAAZR,0.019047598569557102,Very Low
9391-LMANN,0.27865040078985015,Low
2430-USGXP,0.821024731128972,Very High
8174-TBVCF,0.06424637291364964,Very Low
1698-XFZCI,0.46284376664576315,Moderate
1877-HKBQX,0.3255872927120943,Low
4450-DLLMH,0.8001420355922133,Very High
0428-AXXLJ,0.11782342867017692,Very Low
2746-DIJLO,0.17487161760858075,Very Low
5955-ERIHD,0.8386849426552702,Very High
0917-EZOLA,0.18889769763346334,Very Low
3508-VLHCZ,0.04202059497908454,Very Low
4086-ATNFV,0.13706102858081387,Very Low
0468-YRPXN,0.6668953592489943,High
5996-NRVXR,0.4536212356367437,Moderate
3739-YBWAB,0.1856042116514257,Very Low
7047-FWEYA,0.5222545165593001,Moderate
2000-MPKCA,0.48794343191389383,Moderate
9762-YAQAA,0.3514843338353023,Low
5949-EBSQK,0.45410178127744505,Moderate
5473-KHBPS,0.30842180481393217,Low
0100-DUVFC,0.44369190123923774,Moderate
5397-TUPSH,0.18881781610365894,Very Low
8950-MTZNV,0.6155980307444443,High
0326-VDYXE,0.3595551799587843,Low
6773-LQTVT,0.4893887981680117,Moderate
7274-RTAPZ,0.8687505662608542,Very High
0436-TWFFZ,0.05790891336375671,Very Low
8566-YPRGL,0.48766810444903913,Moderate
0311-UNPFF,0.6592494116149662,High
6609-MXJHJ,0.05016830979070978,Very Low
2669-OIDSD,0.5388113236289575,Moderate
8400-WZICQ,0.1541920697763763,Very Low
3834-XUIFC,0.8230853635624434,Very High
9576-SYUHJ,0.7536925504032361,High
0410-IPFTY,0.6087837959877677,High
2831-EBWRN,0.6895643046738563,High
9430-NKQLY,0.007765548849591461,Very Low
8414-MYSHR,0.883010690050343,Very High
0247-SLUJI,0.3473623864950174,Low
9402-ORRAH,0.8492971678823953,Very High
6483-OATDN,0.4852614727163332,Moderate
1293-HHSHJ,0.05892174972983088,Very Low
4840-ORQXB,0.668644079138539,High
7599-FKVXZ,0.6597670992758178,High
3982-DQLUS,0.5483199963341204,Moderate
8610-ZIKJJ,0.17959558643225668,Very Low
3756-VNWDH,0.46724006411774216,Moderate
7801-KICAO,0.8268146743788986,Very High
7673-LPRNY,0.432056834832238,Moderate
8229-TNIQA,0.5854788737262516,Moderate
6060-QBMGV,0.00547244884344202,Very Low
7339-POGZN,0.6858614686178524,High
2828-SLQPF,0.43102494772250954,Moderate
4465-VDKIQ,0.7272394792572099,High
2921-XWDJH,0.7118121049741707,High
6221-AVQYL,0.8415519398256436,Very High
2558-BUOZZ,0.3304968307769194,Low
9257-AZMTZ,0.009655232425999102,Very Low
0003-MKNFE,0.5463578114694468,Moderate
0975-UYDTX,0.3168987625348231,Low
7743-EXURX,0.5917737286048554,Moderate
4682-BLBUC,0.20511296318149672,Low
0975-VOOVL,0.6880408918614479,High
5968-VXZLG,0.602275160498422,High
5569-KGJHX,0.7618399076537262,High
4988-IQIGL,0.9160930014946365,Very High
5201-FRKKS,0.5756386812806148,Moderate
9799-CAYJJ,0.8813236024295701,Very High
7730-IUTDZ,0.6103502375871098,High
0426-TIRNE,0.4124858626451274,Moderate
5443-SCMKX,0.425560492668237,Moderate
8295-KMENE,0.04886111804980942,Very Low
6738-ISCBM,0.31367549047920457,Low
9821-BESNZ,0.417888379593449,Moderate
3678-MNGZX,0.004594384306975388,Very Low
1335-NTIUC,0.7777545129290018,High
2916-BQZLN,0.8342104370435174,Very High
4558-CGYCZ,0.38011177121910417,Low
2368-GAKKQ,0.18500368033611247,Very Low
8710-YGLWG,0.615572012687508,High
3199-XGZCY,0.8692348683612503,Very High
3785-KTYSH,0.0174614558050661,Very Low
6814-ZPWFQ,0.05019613122433169,Very Low
4063-EIKNQ,0.2490914898969813,Low
6993-YCOBK,0.24649737410555192,Low
5206-HPJKM,0.4735312018196591,Moderate
7587-RZNME,0.6955274208995879,High
0748-RDGGM,0.23941698187398913,Low
8393-JMVMB,0.41370867628662145,Moderate
5019-GQVCR,0.7524373892887294,High
6036-TTFYU,0.24808375492803253,Low
2550-AEVRU,0.06524577231013916,Very Low
0969-RGKCU,0.04092103818494209,Very Low
0378-CJKPV,0.12930726336665146,Very Low
4706-AXVKM,0.839869978338727,Very High
5889-JTMUL,0.734854174080987,High
9026-RNUJS,0.6693405047399524,High
3746-EUBYR,0.8364795268391454,Very High
2332-EFBJY,0.3232930418854302,Low
2880-FPNAE,0.8828239135699724,Very High
1703-MGIAB,0.5566636873038151,Moderate
4311-QTTAI,0.13166074954444618,Very Low
9474-PHLYD,0.6027322820119858,High
4318-RAJVY,0.2135310867507739,Low
2165-VOEGB,0.313372337644605,Low
3612-YUNGG,0.151955424386029,Very Low
2254-DLXRI,0.845454196835038,Very High
5062-CJJKH,0.13519812962508235,Very Low
9028-LIHRP,0.0706118179989807,Very Low
2219-MVUSO,0.5511706659884172,Moderate
1053-MXTTK,0.09826397854147488,Very Low
1530-ZTDOZ,0.24040797852966536,Low
1301-LOPVR,0.28633862570614266,Low
0853-TWRVK,0.11537386569145604,Very Low
8914-RBTSB,0.7297867490353762,High
6212-ATMLK,0.6857774281774243,High
8200-LGKSR,0.05716103241331568,Very Low
1568-BEKZM,0.05374939080768346,Very Low
0670-ANMUU,0.20045813617781105,Low
6897-RWMUB,0.03009407272037016,Very Low
0963-ZBDRN,0.7419701946763263,High
7594-RQHXR,0.835142723737647,Very High
6999-CHVCF,0.1696505476614461,Very Low
6134-KWTBV,0.011208568393011126,Very Low
1077-HUUJM,0.800858922092409,Very High
6331-EWIEB,0.8299466602067025,Very High
0895-LNKRC,0.15449769670010302,Very Low
2045-BMBTJ,0.5678548712689182,Moderate
8417-GSODA,0.3790520022940426,Low
5171-EPLKN,0.04055532193879023,Very Low
4452-QIIEB,0.47699867351050657,Moderate
5998-VVEJY,0.7945002981618089,High
1624-NALOJ,0.9102396669487541,Very High
6741-EGCBI,0.7517475680092839,High
7820-ZYGNY,0.23231063422495915,Low
4317-VTEOA,0.7163327215845835,High
9677-AVKED,0.19631420401667243,Very Low
1670-SVOWZ,0.6833252060486271,High
2227-JRSJX,0.7028669696591776,High
9847-HNVGP,0.125884381679987,Very Low
6696-YDAYZ,0.05060534869525725,Very Low
8980-WQFWL,0.42113460725249663,Moderate
1730-ZMAME,0.7569655850624157,High
6506-EYCNH,0.16519498906344282,Very Low
4634-JLRJT,0.48813510894954804,Moderate
9501-UKKNL,0.3559226320870584,Low
2560-QTSBS,0.015147210436406697,Very Low
7541-YLXCL,0.17779310089070563,Very Low
4795-WRNVT,0.2313261783754919,Low
6080-TCMYC,0.6551961051913537,High
0260-ZDLGK,0.5042203283647021,Moderate
7860-UXCRM,0.02381197803479648,Very Low
6357-JJPQT,0.8573403154231244,Very High
2292-XQWSV,0.16882378625864397,Very Low
9552-TGUZV,0.7588699765783088,High
5913-INRQV,0.3883309749899042,Low
8722-NGNBH,0.6786151696844582,High
6210-KBBPI,0.8582537746015175,Very High
9643-YBLUR,0.6234235783343176,High
8734-FNWVH,0.2810836030761459,Low
9447-YPTBX,0.03700853701833275,Very Low
0133-BMFZO,0.8634142541299452,Very High
6128-CZOMY,0.7123645645290099,High
9540-JYROE,0.7609775235051599,High
9026-LHEVG,0.7329202174650741,High
2260-USTRB,0.8298091121593022,Very High
3656-TKRVZ,0.6327853884948655,High
7011-CVEUC,0.6753602363899218,High
6185-TASNN,0.7021556314786347,High
7925-PNRGI,0.233229589163984,Low
8623-TMRBY,0.6309918546068856,High
1552-CZCLL,0.04063731604507619,Very Low
3038-PQIUY,0.3691510653792325,Low
1501-SGHBW,0.530529797517451,Moderate
9313-CDOGY,0.1262888335909371,Very Low
8148-BPLZQ,0.40823987819479335,Moderate
2623-DRYAM,0.3663516694111598,Low
9987-LUTYD,0.2483497488542275,Low
3208-YPIOE,0.6432746891108213,High
4488-KQFDT,0.45290937804912423,Moderate
2612-RANWT,0.8052881871871842,Very High
5693-PIPCS,0.23688767608319175,Low
0491-KAPQG,0.8126833016061016,Very High
1925-LFCZZ,0.18267634484359158,Very Low
8039-EQPIM,0.03756290500213165,Very Low
6900-PXRMS,0.7708625478631557,High
8707-RMEZH,0.17531946241792282,Very Low
3346-BRMIS,0.7644978146012702,High
3209-ZPKFI,0.2417931627341365,Low
6479-VDGRK,0.021054426852138753,Very Low
9373-WSLOY,0.6554523561732154,High
2933-FILNV,0.6991102647222556,High
3569-JFODW,0.03282182519891772,Very Low
9819-FBNSV,0.5844129675148356,Moderate
9544-PYPSJ,0.5032494628822908,Moderate
1591-XWLGB,0.005087008006546267,Very Low
0396-UKGAI,0.3550454275827449,Low
3243-ZHOHY,0.13039019045220224,Very Low
5186-EJEGL,0.5631741620356834,Moderate
7527-QNRUS,0.08693885966539314,Very Low
9986-BONCE,0.3749333542044847,Low
2722-JMONI,0.7533412763466708,High
2203-GHNWN,0.7143258368120734,High
3878-AVSOQ,0.8897068704390179,Very High
3258-SYSWS,0.15976793194558983,Very Low
5296-PSYVW,0.010858878141691326,Very Low
6319-QSUSR,0.25948963366825817,Low
4083-EUGRJ,0.3268242118718477,Low
7579-OOPEC,0.585319706892616,Moderate
0512-FLFDW,0.3846671572403462,Low
1771-OADNZ,0.8305631701732151,Very High
0487-CRLZF,0.06467268026007482,Very Low
2107-FBPTK,0.8436476050879367,Very High
9451-WLYRI,0.02457740807035014,Very Low
8219-VYBVI,0.026430066596710104,Very Low
1991-VOPLL,0.32337663061102045,Low
9738-QLWTP,0.38566649885693244,Low
1016-DJTSV,0.864562419012702,Very High
9419-IPPBE,0.3916420926843816,Low
0174-QRVVY,0.00611186101219783,Very Low
5699-BNCAS,0.013559856248639668,Very Low
2900-PHPLN,0.009485193798856281,Very Low
0612-RTZZA,0.8263581886680774,Very High
8106-GWQOK,0.1432554675927614,Very Low
8751-EDEKA,0.567945636621336,Moderate
6878-GGDWG,0.1328451087597878,Very Low
4039-PIMHX,0.042044459269181676,Very Low
8450-LUGUK,0.03537247653354395,Very Low
3604-WLABM,0.570071621213302,Moderate
0795-GMVQO,0.26100229318381957,Low
2259-OUUSZ,0.5322186101978548,Moderate
1142-IHLOO,0.23055853408798976,Low
6410-LEFEN,0.5683614850405346,Moderate
4633-MKHYU,0.7671296117066316,High
6257-RJOHI,0.5903942820624659,Moderate
1545-JFUML,0.20187444021312118,Low
3194-ORPIK,0.46605966405832705,Moderate
7826-VVKWT,0.4038871061576099,Moderate
1353-GHZOS,0.2388411927256502,Low
2587-EKXTS,0.7642700297499384,High
5442-BXVND,0.13949620600587917,Very Low
8816-VXNZD,0.8940847307750447,Very High
9378-FXTIZ,0.12868290894613943,Very Low
1723-HKXJQ,0.7507728725917974,High
7825-GKXMW,0.6456074584851244,High
9753-OYLBX,0.4122727199590653,Moderate
2364-UFROM,0.23377066254063608,Low
6656-JWRQX,0.7069338721839755,High
6473-ULUHT,0.5604443374255322,Moderate
1240-KNSEZ,0.4900547839213216,Moderate
0836-SEYLU,0.6271276853101231,High
4433-JCGCG,0.7676640933371545,High
3716-BDVDB,0.8632782070690999,Very High
7688-AWMDX,0.015013872090007267,Very Low
2842-BCQGE,0.5733199066001073,Moderate
7244-QWYHG,0.15673415271284058,Very Low
5899-MQZZL,0.7851671423413293,High
6849-OYAMU,0.3858764736287395,Low
5312-UXESG,0.5747780815935921,Moderate
9488-HGMJH,0.8896852905537604,Very High
6038-GCYEC,0.5872741993989625,Moderate
2150-WLKUW,0.14141477690048881,Very Low
7159-FVYPK,0.6077887932244094,High
7032-LMBHI,0.15843048656893144,Very Low
1150-WFARN,0.14409511485060933,Very Low
6088-BXMRG,0.7374823425584555,High
3144-AUDBS,0.6598461711041668,High
4821-SJHJV,0.6595176136466884,High
7346-MEDWM,0.5850829270335463,Moderate
1137-DGOWI,0.1589970230411568,Very Low
5616-PRTNT,0.3249452594915326,Low
3812-LRZIR,0.06549010672720827,Very Low
4818-QIUFN,0.8533269309094388,Very High
9483-GCPWE,0.1433609264914098,Very Low
4227-OJHAL,0.07507317647132652,Very Low
9220-CXRSC,0.019372158694908388,Very Low
4993-JCRGJ,0.7240249457111049,High
9537-JALFH,0.0043404658750785495,Very Low
6698-OXETB,0.08280742954142263,Very Low
2103-ZRXFN,0.6134009401533872,High
3724-BSCVH,0.1331513794548502,Very Low
4877-TSOFF,0.11064353754912468,Very Low
9209-NWPGU,0.14896236903493806,Very Low
6961-VCPMC,0.6467234001621528,High
7306-YDSOI,0.01934980893302182,Very Low
5288-AHOUP,0.8568840755879181,Very High
6688-UZPWD,0.8680283549156523,Very High
0655-YDGFJ,0.27231104136163237,Low
8468-EHYJA,0.6380637406408849,High
6823-SIDFQ,0.07992511667400375,Very Low
1097-FSPVW,0.20675361930133884,Low
2839-RFSQE,0.40091938677364686,Moderate
8328-SKJNO,0.25132650098923,Low
7010-ZMVBF,0.1922419143866997,Very Low
5201-CBWYG,0.01818514617396874,Very Low
0968-GSIKN,0.8014865874645011,Very High
1965-DDBWU,0.7857755826093112,High
9057-SIHCH,0.8932992913509341,Very High
6352-GIGGQ,0.12067135755391274,Very Low
3635-QQRQD,0.011098235994828246,Very Low
6771-XWBDM,0.5624436056721623,Moderate
2897-DOVND,0.859534629609622,Very High
3082-YVEKW,0.141935926825784,Very Low
0191-EQUUH,0.11929790292367211,Very Low
7134-HBPBS,0.19947819182127077,Very Low
3489-HHPFY,0.8875446083027242,Very High
2926-JEJJC,0.22594349946608894,Low
8601-QACRS,0.6461800523685735,High
4950-BDEUX,0.5043138669744862,Moderate
5789-LDFXO,0.18331894715380723,Very Low
0508-OOLTO,0.8207704049472735,Very High
2984-TBYKU,0.13032386448564234,Very Low
9822-WMWVG,0.7609367470068479,High
2391-SOORI,0.566395714990647,Moderate
9040-KZVWO,0.3633352535576789,Low
2645-QTLMB,0.8492474175426785,Very High
4806-HIPDW,0.8565347143955668,Very High
1548-ARAGG,0.5940701390878309,Moderate
6339-RZCBJ,0.053792639321502946,Very Low
4424-TKOPW,0.9171782305074123,Very High
4415-WNGVR,0.49801079510803065,Moderate
2522-AHJXR,0.5605334698082591,Moderate
0412-UCCNP,0.06427986512854136,Very Low
1816-FLZDK,0.7080004394843429,High
7096-UCLNH,0.4140287317473218,Moderate
8443-ZRDBZ,0.885727079800479,Very High
9136-ALYBR,0.765450276511852,High
4615-PIVVU,0.055339731183892286,Very Low
8885-QSQBX,0.5367903475901717,Moderate
7479-NITWS,0.8271393345028105,Very High
8617-ENBDS,0.7954763757770111,High
9385-NXKDA,0.04575648983698322,Very Low
0430-IHCDJ,0.6580833059985353,High
2959-MJHIC,0.8481990842129042,Very High
6674-KVJHG,0.28641684025460556,Low
1814-DKOLC,0.4406089812476834,Moderate
4201-JMNGR,0.764530636480472,High
9351-HXDMR,0.17857564176830584,Very Low
3537-HPKQT,0.47370137116362915,Moderate
2129-ALKBS,0.20561164435953658,Low
5821-MMEIL,0.009509417213199126,Very Low
5960-WPXQM,0.8658401687611538,Very High
0684-AOSIH,0.8643988755970852,Very High
8260-NGFNY,0.7044906202672723,High
1309-XGFSN,0.22323179598411663,Low
1866-RZZQS,0.7982480803755893,High
6968-URWQU,0.12070771663146053,Very Low
4742-TXUEX,0.011899050607949078,Very Low
9631-XEYKE,0.5892026859863079,Moderate
8631-NBHFZ,0.03889440162702067,Very Low
1335-MXCSE,0.03192159958040078,Very Low
8873-TMKGR,0.07532753996619279,Very Low
8800-JOOCF,0.8270689576113187,Very High
